/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A10_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A11_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A12_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A1_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A2_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A3_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A4_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A5_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A6_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A7_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A8_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/A9_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B10_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B11_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B12_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B1_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B2_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B3_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B4_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B5_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B6_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B7_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B8_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/B9_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C10_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C11_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C12_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C1_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C2_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C3_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C4_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C5_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C6_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C7_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C8_03_1_Bright Field_1_,/mnt/e/Brightfield_paper/Kleb_fig2C/4x/C9_03_1_Bright Field_1_
0.0217383440932153,0.028529029882594467,0.022194110687764078,0.00016390759907489177,9.809613866172352e-5,0.000195095172056047,0.00017715622218484098,9.12228428518638e-5,0.0001271262484785948,0.013269043207938005,0.012915932301264248,0.016170459292894325,0.020287623430769685,0.03636242655659606,0.023448619462608844,0.00011765797018874625,0.00012464590379942367,0.009743914656297639,3.428414685383245e-5,0.0002993961020606349,3.767753073421129e-5,0.013633666742853134,0.012832159834336231,0.013043732071241718,0.021607544807572043,0.020859160984905173,0.01731876570280721,0.00015177756450273508,0.00015397332293880104,0.000267336762914511,9.866437237417155e-5,0.00043594083417783684,0.0014221135222295548,0.01286426759705388,0.011324268287420254,0.016623118815032083
0.023480455961575202,0.030054608440137735,0.03008641732162522,0.00013852584384583727,9.030148822457939e-5,0.00017008240807327564,0.0002477134754427003,0.00010476883478668633,0.00012897882629856781,0.013994038725991552,0.012805887214007806,0.01599999991196451,0.020713364298437762,0.03946809341464262,0.025556102622266666,0.00011728218875235028,0.00011865615247963047,0.015583275260785347,5.6462500111077506e-5,0.00029495802917636673,3.455925306890355e-5,0.010795651704896813,0.012173643138559207,0.011240510123103365,0.02720264574492581,0.024504560440309155,0.02198022661798347,0.00013275373440218256,0.00013674423399869453,0.0002213407266977482,8.778606584458406e-5,0.00042408147496630477,0.001524407658187765,0.015321482511360146,0.012598757795081439,0.015761681202158522
0.026562030947847422,0.03510345798420051,0.03387781315739229,0.00013710376164722575,9.398435269783273e-5,0.00016079922048083817,0.00030896591017403734,0.00012133398615085141,0.00016554374726983928,0.015000064991478832,0.0169689435804073,0.017490353714934896,0.026158331134872686,0.04559730877892537,0.03255217979871162,0.00010003616879383198,0.00012196511111828932,0.02326825381640341,5.157503293642693e-5,0.0002916361510095861,1.5520268281902126e-5,0.014134401370006608,0.011588989962879956,0.014000194572275651,0.031711458610931526,0.026479863790830782,0.025246354424232426,0.00012979278081178705,0.00013208082370837323,0.0001907675315713324,8.857527641133331e-5,0.0003957299844680212,0.001572843153338571,0.014495623887010372,0.01377403495968504,0.017807425483086784
0.029947776981173246,0.03827062993668547,0.038811517777194146,0.00010775331434619131,7.211088536103031e-5,0.00014242989428239555,0.00020474879463790917,0.00011955058288527614,0.00016610132407585886,0.0173107102537285,0.018944438700554702,0.019694278832076306,0.02360991541685672,0.052587489556551036,0.03026006175461301,7.92408827135213e-5,8.976676525307926e-5,0.03071261011158425,2.2096474611713394e-5,0.0003408186548818281,1.89300203618981e-5,0.01712308358967442,0.01579318622780124,0.013640384616485337,0.03268877777385004,0.028277857425251653,0.025986143385278195,9.420877648141541e-5,9.19148824708706e-5,0.00016328742529658533,5.780018144988749e-5,0.0004184228568574387,0.0016002943706162273,0.01763665780493764,0.017047389282551565,0.017984617356765674
0.03637067376463821,0.04433651604315551,0.04446691288501278,0.0001063223416873172,5.39359071780863e-5,0.00011881395351385552,0.00019401892924874144,7.747697665821844e-5,0.00042623014603347876,0.02105664790998262,0.023216319252482676,0.02204893628163164,0.027305308302305032,0.05445738682800727,0.031995525846327325,8.215465110959736e-5,9.79015312763622e-5,0.039896412022936235,7.32089990644416e-5,0.00042543296942908784,7.037383525241005e-5,0.02060654910766638,0.01673938226617406,0.018382504924033587,0.03610345545664001,0.03330249069216238,0.032839230593411456,0.00010064033517997878,0.00010133150785681381,0.00015794952470833294,9.054916195839948e-5,0.0004210602658947915,0.0018073200930560117,0.022962487078839026,0.020557004495853383,0.01928890019744205
0.04031805672977566,0.04491707651610367,0.04581206604626822,0.00010690790926316773,4.6180716383477626e-5,0.00012324089041309617,0.00023141590537582724,0.0001159006545086734,0.0006437615941914147,0.02390184384342571,0.02939238575983788,0.025006242913818227,0.0308719011298569,0.06301670861504897,0.039011168862421196,6.0889831791364315e-5,8.393793990340944e-5,0.053552842376210635,8.954434314505925e-5,0.000628418240856967,0.00028014111459549154,0.02555687003357229,0.020825660723201214,0.021937412008844193,0.036231993020696455,0.03605943099251914,0.03344648420643998,8.598575832269356e-5,9.136253367705807e-5,0.0001758636713250116,0.0001822415009587045,0.0006273675816009793,0.0020096018348621787,0.023645252470416284,0.025791396056059446,0.022432697268445535
0.04250110195581558,0.04947018451671501,0.0498356337343031,9.314413940155326e-5,3.991169799086359e-5,0.00010665576438855691,0.00020755749504279948,0.00016475256403299086,0.0010970132093440573,0.030759726320027603,0.030843895715281455,0.02946863804092511,0.0340670973259147,0.06826563021949625,0.04197892886081689,7.69574682965871e-5,9.334039490617036e-5,0.05009894605249184,0.00014893537376063545,0.0008348500969990302,0.00036863638367856964,0.026523135803137744,0.02651906853693708,0.0263372929997771,0.04157952060212419,0.03759739872988592,0.03900105959784847,8.520027448385597e-5,9.613480632621081e-5,0.00018867510245073487,0.0002808830062396959,0.0008907886545070385,0.0024960923324552826,0.030864514515671012,0.026172679224305464,0.027718917748300112
0.0474255214453706,0.05074495689226615,0.05432390343835638,8.477802898045384e-5,4.5324189111837764e-5,0.00010691611188617409,0.0003294280931013862,0.0003419281161762911,0.0020302271558468757,0.03264011639985274,0.03455426872203016,0.029876302437578925,0.03718526174001003,0.06835808564490081,0.04440386720185273,7.152984436052262e-5,9.654820072898907e-5,0.04974760207827291,0.00012153210063117634,0.0011640963414096099,0.0006617136930599003,0.033952103431662814,0.02589771011675705,0.03140175403225592,0.046332828999737286,0.04252264416881801,0.03997412227211243,8.123411860788813e-5,0.00010005647960626293,0.00018848622111379296,0.00035108599996612873,0.0010559161577332592,0.0028596087055988385,0.03518662875067137,0.02741933104693972,0.027676175848898817
0.04570793071328182,0.05485301694660364,0.05623393669946971,8.579481489815153e-5,4.555302825617794e-5,9.942709774554783e-5,0.00039124230349499967,0.00041852280943939637,0.0006235675996874876,0.040445909810485944,0.039424507626351836,0.03668909467671504,0.04016335645201348,0.07251006195243971,0.04624006270281446,7.269943825187316e-5,0.00010299599220519048,0.04090280119998852,0.0003782109097766967,0.0014735817264127963,0.00010339583783770611,0.028298153169269008,0.032090516374127055,0.03911072707671856,0.04608228629920861,0.04244904032789135,0.04243594353098496,8.2930802696525e-5,0.00010609272295349472,0.00017469852583092333,0.0004940982014338998,0.0013082656835915274,0.0019299716580877437,0.033699740807921534,0.03265108981894108,0.04108325541725904
0.046561639286811174,0.0535140541498336,0.06061171062093186,8.345612957872913e-5,4.055405767169508e-5,0.00010122465234066057,0.0004555470172212775,0.00031937517094502707,0.00020593257921649468,0.038608087276413634,0.03947178761702282,0.041642122469537426,0.039639629318612674,0.0760811877295572,0.04486557860647015,5.319230963956383e-5,9.517304952914888e-5,0.039259636845015385,0.0005391298427046943,0.0020200431052182386,3.409028109812486e-5,0.038776418391866144,0.03582910586879977,0.03573591496482961,0.04749988294916077,0.04367108321015184,0.04637315860697317,6.423097118971764e-5,8.319813639738283e-5,0.0001417837938271489,0.0004220898495516002,0.0012787447161303938,0.0017206861254043973,0.033939729989297146,0.03202670126763006,0.0371193392232218
0.04837110440086243,0.057831027809170266,0.06257329505089106,7.898585670561215e-5,4.167252457334834e-5,9.194173954507491e-5,0.0006952422478812433,0.0006757471350148798,0.0001298892174906795,0.04561455153375847,0.04550152155151456,0.045405001028542585,0.041088355769128615,0.07323676104425401,0.04698557576915765,6.699510122238443e-5,0.00012109488031329286,0.03884096738660084,0.0008842079495820509,0.00252131111268403,3.2736704751754926e-5,0.03150093822915573,0.039733163318852426,0.037589904908249434,0.05027052412091368,0.04669303390837898,0.04669956987419749,6.783611139708716e-5,0.00010306659388802268,0.0001435029867846405,0.0007040631226749252,0.0019120244979601315,0.0017918798541268171,0.03839818749213277,0.0332177254353655,0.03665130742553082
0.051843032417780884,0.05496434972503386,0.0611756694610993,7.676803110331641e-5,4.380831196624341e-5,9.067383041118056e-5,0.0011250082822579404,0.0012389800004283555,0.00013707081515993577,0.0419662820247732,0.042634155120180636,0.040493277007475216,0.041637499730406605,0.07779060186703045,0.04926889688522557,6.854521334282363e-5,0.00016212783208067102,0.03527484449229146,0.0007758319282376278,0.001844622574939196,1.8263491109666898e-5,0.03763933449454514,0.04079042228004883,0.04003769445541282,0.049916812876880885,0.05026880945786951,0.043985612921610094,7.055178914102939e-5,0.00020025155894266562,0.00016013714041223056,0.001369098932676477,0.001186058814324251,0.0017496322539103987,0.03580120819520127,0.03641709403962082,0.03940638406140117
0.05101536456271106,0.05621505347836363,0.0601718851379844,9.34368034199882e-5,4.3912169898921926e-5,9.168329225000154e-5,0.0013848470938847143,0.000726949637565064,7.818467121225632e-5,0.03983478664053288,0.04844259737346504,0.04758698179018615,0.03946969819700979,0.07831660376820308,0.048758094938883716,7.032705125886925e-5,0.00020210304327602813,0.040951795994444304,0.000727638154403528,0.0011368109134295523,5.9992090514520633e-5,0.03855706660644526,0.040986341207042774,0.044236399000803804,0.049730952469661485,0.04726265773008654,0.052834539627281504,7.793818968525142e-5,0.0003894276935139598,0.00015116856618504319,0.0010348923842453694,0.0006894268963567505,0.0017739371830212416,0.03454893610329256,0.037153528248303896,0.04370155296960827
0.04997719503316855,0.059193278132110415,0.06281749404688264,7.922348176590843e-5,4.7178982763506155e-5,8.311606686572581e-5,0.0007559703808606062,0.00018612300813510997,7.868118886133742e-5,0.046498347952221984,0.05015352749347102,0.04480044581587521,0.041847921122442636,0.0769130160626786,0.0469648432568313,6.575729689642581e-5,0.00025519813269474234,0.030870365026513257,0.0003301493625325196,0.0008412862154714332,2.1051305084727445e-5,0.03815584200835671,0.04142994974964809,0.04043975291702005,0.054419728603001566,0.047465005129128095,0.049754977032167545,6.807097474378457e-5,0.000712732440108197,0.0001392032129320044,0.00043394681031224774,0.0007467038462956025,0.0018753161873087353,0.03984213836900922,0.03599311768900699,0.04251883033499236
0.0496056206633311,0.058924996372386226,0.06408868692139821,7.79718573373193e-5,4.272625796859766e-5,8.49717002071419e-5,0.0002908932668497527,0.0001358681060742044,0.00011193386258065481,0.04321690332125069,0.048190645811809076,0.04697455353320132,0.042773922858296926,0.0792452317889152,0.04377657010774043,6.62749181065006e-5,0.0003552370133581558,0.019690905200745856,0.00014143172694816325,0.000738604379003671,5.052735226485644e-5,0.04122134440013176,0.03956280660917289,0.03832782259592828,0.05347547440094392,0.046417855013775516,0.049589110105091296,6.255256303371907e-5,0.0013903948786578753,0.0001317517082085193,0.00018619704336803576,0.0005740739832347845,0.001868170677451219,0.04166550000664738,0.0336332889651407,0.03774485806633492
0.048124759111836946,0.05562059695901341,0.06334492458576002,8.149542064063122e-5,3.9189009037060576e-5,7.040758227297257e-5,0.0002726376288738702,0.0001113262837189542,0.00010080465427835914,0.04343692086685902,0.04567586909207863,0.043203403726233436,0.04375516078153173,0.08033718690271453,0.03950896031684542,6.58277819039433e-5,0.00044438283665297233,0.011773762091501183,0.00023576536708253278,0.0006863637324737093,3.028449195302904e-5,0.03777359887383135,0.04265717700543348,0.03913770875996453,0.053336745250871155,0.04820072609249714,0.04213020982107901,5.5283342849074664e-5,0.002954152346291985,0.00015360774881953703,0.0002163893551871234,0.0005090854465540774,0.0017903329570950755,0.038531773570845605,0.038171098556632935,0.04337764946315694
0.04701728372729321,0.05647545569638589,0.0644964210619913,7.621757642164985e-5,3.9545492356598364e-5,7.251667979263525e-5,0.0002284885741804741,0.00017600462178312223,0.00014193050104772723,0.045959072750200884,0.04541277454559657,0.042491374796283274,0.042288313271130494,0.07707138733798093,0.04078890214407767,4.9784217605370067e-5,0.0005557577086462088,0.0059061113643707405,4.901842401078287e-5,0.0006417083931227314,4.126412171366858e-5,0.04226268351511128,0.03892133293511437,0.04506604352492018,0.052359236202488835,0.04863780227439054,0.046569503170341496,5.7762525659167365e-5,0.005401541624637916,0.00014051286152339283,0.00014756909178352575,0.0004774552596448471,0.0018478603910610685,0.03735569790026538,0.033014749546035047,0.041143769431071606
0.05192968398953723,0.05991114179591624,0.0631236852121487,6.005205430636257e-5,3.244746407795217e-5,5.476922036697806e-5,0.0001628935144769277,0.00023717894523543652,8.563150214144617e-5,0.04626300872293983,0.045614489344964405,0.04541554734420428,0.04177183602650514,0.07834720050381958,0.04003670008767202,4.204120765214095e-5,0.0008069618630700803,0.002921231089028821,0.00021185330602337872,0.0007365487506975748,1.355399588776616e-5,0.03927748038216942,0.04176840621609009,0.04327397606076468,0.05152117358595313,0.047648296556540314,0.04971244143722072,3.967915341595954e-5,0.007235795074111129,0.00010908750815588272,6.543055851119652e-5,0.0005272877327335751,0.001765196040474854,0.033260252927300935,0.03261474928572448,0.03933435256113863
0.04741228639056583,0.05904460918438665,0.0682306435975867,5.7966926977292134e-5,2.8857545593292524e-5,5.19286594556518e-5,0.00022194498027914555,0.0001100915178551643,4.1478008683167465e-5,0.04591466288775935,0.04572277217493459,0.047878129991154095,0.04282427396816238,0.07828794472814073,0.03699533351614391,4.414729464038757e-5,0.0010902657821755658,0.0006398618178907691,3.9787861174764777e-5,0.0005733880513970326,1.1113613796329649e-5,0.04190095395180688,0.04338827460170769,0.04518341262990951,0.05402605505586324,0.04543740722740574,0.05185000461232127,3.498667403983746e-5,0.011308802405951309,9.60504559770325e-5,7.658855836136353e-5,0.0004552363602654495,0.0018158907302756706,0.03687193149880462,0.038060999352696426,0.04108298556229765
0.04932938785317906,0.05950019716271368,0.06367000289051485,5.7000228254941684e-5,2.479529285673872e-5,4.923833105574486e-5,0.00031745414345119244,8.378557073899606e-5,3.775279504017428e-5,0.03920568953985374,0.047237009383661314,0.04559882419762424,0.04812402770683762,0.08536232130173556,0.04414387149427092,4.7127891747531765e-5,0.0017434362811037936,0.004407570969713309,5.206027189320479e-5,0.0005589362486168757,3.357738051924954e-5,0.04024901912484785,0.04723560468245683,0.042309948037535676,0.04949830419183542,0.05031469165345002,0.05246306453250099,3.647017114788092e-5,0.016019968811950436,9.660132870586092e-5,3.951647707466225e-5,0.0005268656928920668,0.0018265163243520882,0.03720941950269235,0.03923638012707857,0.047059502041598145
0.058331885048344356,0.058573359581697286,0.05993349202726267,5.547381260222915e-5,3.2551623444440096e-5,6.064991990284154e-5,0.00020641926830447386,9.1250291902961e-5,4.029477880042856e-5,0.03881581603802454,0.04535786898785564,0.045164158870669206,0.04675750658030515,0.07739024637784322,0.04286975841023675,4.444359701482199e-5,0.0028089852145194356,3.126098620748527e-6,7.481806517912872e-5,0.0005326833432273405,7.40879849793057e-6,0.03812220351635942,0.034161985742656345,0.042254688819072864,0.051481414450001484,0.046851931120797954,0.055117180847943724,3.304146297076105e-5,0.01948677416875394,7.990939244318114e-5,8.389745097540475e-5,0.0010630845876821644,0.009400421853612706,0.03615630582579426,0.037491944227278425,0.037686204050233915
0.06006402860957269,0.0604443725814963,0.06136483182663844,6.416444644870742e-5,2.8680312953651163e-5,0.00013252847013437878,0.00023900032279025805,6.360580534226886e-5,5.738897368351846e-5,0.046925010842553114,0.04512051436030869,0.050505716307339237,0.04506173176677966,0.07930194223456133,0.04282849382424551,3.7562650067311305e-5,0.004058908934288687,0.0,3.8729001242112913e-5,0.0005460473833914407,4.197239865606163e-5,0.04388511630762449,0.03718768340837112,0.03992087102228809,0.052040300255813327,0.04997157619426967,0.054115530148051844,3.3239182576643946e-5,0.01858218932252996,6.519987559361341e-5,8.003515656979135e-5,0.0011847289171553895,0.009425927121315734,0.037166672176807414,0.048079752549371454,0.03829394900544768
0.06007125981938485,0.06160615505369285,0.060993555964669585,5.38000705983277e-5,2.8837111242129544e-5,0.00195767586128964,0.00019722910705111392,6.309979337770777e-5,5.528322329534423e-5,0.045086175527950585,0.04432969506196867,0.04000673490511928,0.043958876545310145,0.08063537305633521,0.04369639658220351,3.8821129278008545e-5,0.005991979801686255,0.0,2.852048847566748e-5,0.0005340811919654236,1.7711389779837106e-5,0.043192422806330816,0.04060566172010311,0.045893866772700735,0.05102147901102191,0.051455196109990164,0.053952739353031805,3.1322944702959634e-5,0.020437746147552144,5.733372999156247e-5,7.198034690759819e-5,0.001086756547330803,0.009388008604767144,0.03710046639777289,0.04303570150708316,0.04106226665821339
0.06546974130670942,0.06414163305364803,0.06388363166558365,5.604957477013613e-5,2.4992409615845366e-5,0.007234928606237734,0.00020221707779904805,8.326677528428127e-5,0.00010044444922544569,0.04407635035108577,0.04576668790851647,0.04877736242246998,0.05064639337172238,0.0820764608684313,0.04780378670598224,3.9796839024240794e-5,0.008443542224475978,0.0,4.9524548539467296e-5,0.0005057554821961336,5.298042040444007e-6,0.04204882139686492,0.034676791292954055,0.040246191479606154,0.05401015550294192,0.05251675942949582,0.051647119418745085,3.982880062944663e-5,0.024091572777605808,6.905953889715812e-5,7.597373750900459e-5,0.001141247410691203,0.009374929269090329,0.035051932658253376,0.037210142434545505,0.042418505431593326
0.06043211201254954,0.06342327476564238,0.06220411592364761,5.0727074968077526e-5,2.2160436839975185e-5,0.014629523405175114,0.00019408830283351527,0.00013690150823085682,0.0001683133519266313,0.04404054553468016,0.04861746466525508,0.04295673579786322,0.04779637238661107,0.082474362034862,0.052036974701133096,3.7222694700340063e-5,0.0129929287299029,0.0,4.665973651254887e-5,0.0005815988802449681,2.1793019022759967e-5,0.04684676676177782,0.04389000791334728,0.04373885231423548,0.057794971820123074,0.05138173650552852,0.057379446414493114,3.437272397321001e-5,0.02738811968658264,6.328524140621652e-5,4.432088276819071e-5,0.0010032347492840781,0.009469987801566401,0.041897210172228624,0.03790595613336324,0.04404670824883857
0.06226884708180967,0.0625646841752273,0.06311543903429638,4.692440019071664e-5,1.8440397933128936e-5,0.023705835128352556,0.0002446114710805583,7.352430730635764e-5,0.00019815956217695923,0.04544333349059699,0.04513383488302119,0.053809944231213346,0.055226696657573016,0.08411134214461866,0.049554041956271944,3.7531705381213546e-5,0.017832062948095157,0.0,0.00020324851984961767,0.0004943847157771056,2.6684379861199686e-5,0.039369030338406566,0.037011972689258474,0.045151025963057395,0.05407518509998707,0.05243616164870674,0.05647338456430923,3.388357341770395e-5,0.027721621868708943,6.021509404903485e-5,0.00010645357533448163,0.0010390821718468614,0.009790514543910587,0.03662451260099435,0.03776752038969779,0.04202722075646977
